key,ca,eu,gl,es,pt,fr,it,en,de
setup_import_link,Tinc una llista: importar equips i persones (CSV),Zerrenda bat daukat: inportatu taldeak eta pertsonak (CSV),Teño unha lista: importar equipos e persoas (CSV),Tengo una lista: importar equipos y personas (CSV),Tenho uma lista: importar equipas e pessoas (CSV),J'ai une liste : importer équipes et personnes (CSV),Ho un elenco: importa squadre e persone (CSV),I have a list: import teams and people (CSV),Ich habe eine Liste: Teams und Personen importieren (CSV)
setup_intro,"Abans de continuar, cal el mínim: calendaris RFEP, pistes, equips i persones.","Aurrera egin baino lehen, gutxieneko behar da: RFEP egutegiak, ibilbideak, taldeak eta pertsonak.","Antes de continuar, necesitas o mínimo espido: pistas, equipos e persoas en cada equipo.","Antes de continuar, hace falta lo mínimo: calendarios RFEP, pistas, equipos y personas.","Antes de continuar, é preciso o mínimo: pistas, equipas e pessoas em cada equipa.","Avant de continuer, le minimum est requis : pistes, équipes et personnes dans chaque équipe.","Prima di continuare serve il minimo: piste, squadre e persone in ogni squadra.","Before you continue, you need the basics: rinks, teams, and people on each team.","Bevor es weitergeht, brauchst du das Minimum: Pisten, Teams und Personen in jedem Team."
setup_link_person,Vincular,Lotzeko,Ligazón,Vincular,Vincular,Rattacher,Collega,Link,Verknüpfen
setup_people_heading,3. Persones a cada equip,3. Talde bakoitzeko pertsonak,3.Persoas de cada equipo,3. Personas en cada equipo,3. Pessoas em cada equipa,3. Personnes dans chaque équipe,3. Persone in ogni squadra,3. People on each team,3. Personen in jedem Team
setup_people_hint,"Cada equip necessita com a mínim una persona (jugador, entrenador o reforç).","Talde bakoitzak gutxienez pertsona bat behar du (jokalari, entrenatzaile edo errefortzua).","Cada equipo necesita polo menos unha persoa (xogador, adestrador ou reforzo).","Cada equipo necesita como mínimo una persona (jugador, entrenador o refuerzo).","Cada equipa precisa de pelo menos uma pessoa (jogador, treinador ou reforço).","Chaque équipe a besoin d'au moins une personne (joueur, entraîneur ou renfort).","Ogni squadra richiede almeno una persona (giocatore, allenatore o rinforzo).","Each team needs at least one person (player, coach, or reinforce).","Jedes Team braucht mindestens eine Person (Spieler, Trainer oder Verstärkung)."
setup_person_placeholder,Nom i cognoms,Izena eta abizenak,Nome completo,Nombre y apellidos,Nome completo,Nom complet,Nome e cognome,Full name,Vor- und Nachname
setup_rfep_desc,Triar els teus equips a la federació i carregar partits,Aukeratu zure taldeak federazioan eta kargatu partidak,Turnos no calendario da federación.,Elegir tus equipos en la federación y cargar partidos,Liga o calendário da federação.,Lier le calendrier de la fédération.,Collega il calendario della federazione.,Link the federation calendar.,Verknüpfe den Verbandsspielplan.
setup_role,Rol,Rola,Función,Rol,Função,Rôle,Ruolo,Role,Rolle
setup_step_people,Persones per equip,Talde bakoitzeko pertsonak,Persoas por equipo,Personas por equipo,Pessoas por equipa,Personnes par équipe,Persone per squadra,People per team,Personen pro Team
setup_step_rfep,RFEP,RFEP,Federación,RFEP,Federação,Fédération,Federazione,Federation,Verband
setup_step_teams,Equips,Taldeak,Equipos,Equipos,Equipas,Équipes,Squadre,Teams,Mannschaften
setup_step_venues,Pistes,Pistak,Pistas,Pistas,Pistas,Pistes,Piste,Rinks,Pisten
setup_team_empty,Encara sense persones,Oraindik jenderik ez,Ningunha xente aínda,Aún sin personas,Ainda sem pessoas,Encore aucune personne,Ancora senza persone,No people yet,Noch keine Personen
setup_teams_heading,2. Crea almenys dos equips,2. Gutxienez bi talde sortu,2.Crear como mínimo dos equipos,2. Crea al menos dos equipos,2. Cria pelo menos duas equipas,2. Créez au moins deux équipes,2. Crea almeno due squadre,2. Create at least two teams,2. Mindestens zwei Teams anlegen
setup_teams_hint,Amb un sol equip gairebé no hi ha conflictes. Després vincularàs persones a cada equip.,"Talde bakarrarekin ia ez dago gatazkarik. Ondoren, jendea talde bakoitzarekin lotuko duzu.","Con un só equipo case non hai conflito. A continuación, enlazarás persoas con cada equipo.",Con un solo equipo casi no hay conflictos. Después vincularás personas a cada equipo.,Com uma só equipa quase não há conflitos. Depois vais vincular pessoas a cada equipa.,"Avec une seule équipe, il n'y a presque pas de conflits. Ensuite vous rattacherez des personnes à chaque équipe.",Con una sola squadra quasi non ci sono conflitti. Poi collegherai le persone a ogni squadra.,With only one team there are almost no conflicts. Next you'll link people to each team.,Mit nur einem Team gibt es kaum Konflikte. Danach verknüpfst du Personen mit jedem Team.
setup_title,Configuració inicial,Hasierako konfigurazioa,Configuración inicial,Configuración inicial,Configuração inicial,Configuration initiale,Configurazione iniziale,Initial setup,Ersteinrichtung
setup_venue_name,Nom de la pista,Pistaren izena,Nome da pista,Nombre de la pista,Nome da pista,Nom de la piste,Nome della pista,Rink name,Name der Piste
setup_venue_placeholder,Pista 1,1. pista,Pista 1,Pista 1,Pista 1,Piste 1,Pista 1,Rink 1,Piste 1
setup_venue_share,Permet compartir per defecte,Baimendu lehenespenez partekatzea,Permite compartir por defecto,Permite compartir por defecto,Permite partilhar por defeito,Autoriser le partage par défaut,Consenti condivisione per impostazione predefinita,Allow sharing by default,Standardmäßig Teilen erlauben
setup_venues_heading,1. Afegeix almenys una pista,1. Gehitu gutxienez pista bat,1.Engade polo menos unha pista,1. Añade al menos una pista,1. Adiciona pelo menos uma pista,1. Ajoutez au moins une piste,1. Aggiungi almeno una pista,1. Add at least one rink,1. Mindestens eine Piste hinzufügen
setup_venues_hint,Sense pistes no es pot detectar ocupació d'espai.,Espazio-okupazioa ezin da detektatu pistarik gabe.,Sen pistas non é posible detectar a ocupación do espazo.,Sin pistas no se puede detectar ocupación de espacio.,Sem pistas não é possível detetar ocupação de espaço.,"Sans pistes, l'occupation des espaces ne peut pas être détectée.",Senza piste non si può rilevare l'occupazione degli spazi.,"Without rinks, space conflicts can't be detected.",Ohne Pisten lässt sich die Belegung nicht prüfen.
tagline,Organitza't sense embolics,Antolatu nahaspilarik gabe,Organízate sen molestias,Organízate sin líos,Organiza-te sem complicações,Organisez-vous sans galères,Organizzati senza pasticci,Get organized without the mess,Organisiere dich ohne Chaos
teams_badge_group,Conjunt,Juntadura,Agrupar por,Conjunto,Grupo,Groupe,Gruppo,Group,Gruppe
teams_badge_solape,Releu,Erreleboa,Solape,Relevo,Solape,Relais,Staffetta,Relay,Staffel
teams_branch,Categoria,Kategoria,Sección,Categoría,Secção,Section,Sezione,Section,Bereich
teams_branch_base_female,Base femenina,Emakumezkoen oinarria,Base feminine,Base femenina,Base feminina,Base féminine,Base femminile,Girls' base,Basis Damen
teams_branch_base_mixed,Base mixta,Oinarri mistoa,Base mixta,Base mixta,Base mista,Base mixte,Base mista,Mixed base,Basis Mixed
teams_branch_senior_female,Sènior femení,Senior emakumezkoa,Sénior Feminino,Sénior femenino,Sénior feminino,Senior féminin,Senior femminile,Women's senior,Senior Damen
teams_branch_senior_male,Sènior masculí,Senior gizonezkoa,Sénior Masculino,Sénior masculino,Sénior masculino,Senior masculin,Senior maschile,Men's senior,Senior Herren
teams_bulk_delete_confirm,Eliminar els equips seleccionats? Només s'eliminaran els que no tinguin partits ni entrenaments.,Hautatutako taldeak ezabatu nahi dituzu? Partida edo entrenamendurik ez dutenak soilik ezabatuko dira.,Eliminar os equipos seleccionados? Só se eliminarán os que non teñan partidos nin adestramentos.,¿Eliminar los equipos seleccionados? Solo se eliminarán los que no tengan partidos ni entrenamientos.,Eliminar as equipas selecionadas? Só as que não têm jogos nem treios serão eliminadas.,Supprimer les équipes sélectionnées ? Seules celles sans matchs ni entraînements seront supprimées.,Eliminare le squadre selezionate? Verranno eliminate solo quelle senza partite né allenamenti.,Delete the selected teams? Only those with no matches or trainings will be deleted.,Ausgewählte Mannschaften löschen? Es werden nur solche ohne Spiele und Trainings gelöscht.
teams_category_placeholder,Prebenjamí / Aleví / Fem 15…,Prebenjamí / Aleví / Egin dezagun 15...,Prebenxamín / Alevim / Fem 15...,Prebenjamín / Alevín / Fem 15…,Pré-benjamim / Alevim / Fem 15…,Prébenjamin / Avenir / Fem 15…,Prebenjamin / Esordienti / Fem 15…,U8 / U12 / Girls U15…,U8 / U12 / Fem 15…
teams_delete,Eliminar equip,Ezabatu taldea,Delete Equipo,Eliminar equipo,Eliminar equipa,Supprimer l'équipe,Elimina squadra,Delete team,Team löschen
teams_delete_action,Eliminar equips,Taldeak ezabatu,Eliminar equipos,Eliminar equipos,Eliminar equipas,Supprimer les équipes,Elimina squadre,Delete teams,Mannschaften löschen
teams_delete_confirm,Eliminar aquest equip? Només es pot si no té partits ni entrenaments.,Talde hau ezabatu nahi duzu? Partidurik edo entrenamendurik ez baduzu bakarrik egin dezakezu.,Eliminar este equipo? só é posible se non ten xogos ou prácticas.,¿Eliminar este equipo? Solo se puede si no tiene partidos ni entrenamientos.,Eliminar esta equipa? Só é possível se não tiver jogos nem treinos.,Supprimer cette équipe ? Possible seulement sans matchs ni entraînements.,Eliminare questa squadra? Solo se non ha partite né allenamenti.,Delete this team? Only possible if it has no matches or trainings.,Dieses Team löschen? Nur möglich ohne Spiele und Trainings.
teams_edit_hint,Al clicar un equip podràs editar-lo o esborrar-lo.,"Talde batean klikatuz gero, editatu edo ezabatu dezakezu.",Ao clicar nun equipo poderás editalo ou borralo.,Al clicar en un equipo podrás editarlo o borrarlo.,Clica numa equipa para a editares ou apagares.,Cliquez sur une équipe pour la modifier ou la supprimer.,Clicca una squadra per modificarla o eliminarla.,Click a team to edit or delete it.,"Klicke auf ein Team, um es zu bearbeiten oder zu löschen."
teams_edit_link,Modificar equip,Ekipamendua aldatzea,Modificar equipo,Modificar equipo,Modificar equipa,Modifier une équipe,Modifica squadra,Edit team,Team bearbeiten
teams_edit_pick,Tria l’equip que vols modificar.,Aukeratu aldatu nahi duzun taldea.,Escolla o equipo a modificar.,Elige el equipo que quieres modificar.,Escolhe a equipa a modificar.,Choisissez l'équipe à modifier.,Scegli la squadra da modificare.,Choose the team to edit.,Wähle das Team zum Bearbeiten.
teams_empty,Encara no hi ha equips.,Oraindik ez dago talderik.,Sen equipos aínda.,Todavía no hay equipos.,Ainda não há equipas.,Pas encore d'équipes.,Non ci sono ancora squadre.,No teams yet.,Noch keine Teams.
teams_import_fed,Importar de federació,Inportatu federaziotik,Importación de Federación,Importar de federación,Importar da federação,Importer depuis une fédération,Importa dalla federazione,Import from federation,Aus Verband importieren
teams_intro,Els equips s’agrupen per base i sènior.,Oinarri eta seniorren arabera taldekatzen dira taldeak.,Os equipos están agrupados por base e sénior.,Los equipos se agrupan por base y sénior.,As equipas agrupam-se por base e sénior.,Les équipes sont regroupées par base et senior.,Le squadre sono raggruppate per base e senior.,Teams are grouped by base and senior.,Teams sind nach Basis und Senior gruppiert.
teams_link,Vinculació federativa,Esteka federatiboa,Enlace federativo,Vinculación federativa,Vinculação federativa,Lien fédération,Collegamento federazione,Federation linking,Verbandsverknüpfung
teams_link_alias,àlies,ezizena,alias,alias,alias,alias,alias,alias,Alias
teams_link_external_id,ID extern,Kanpoko ID,Identificación externa,ID externo,ID externo,ID externe,ID esterno,External ID,Externe ID
teams_link_internal,Nom intern (coordinador),Barne izena (koordinatzailea),Nome interno (coordinador),Nombre interno (coordinador),Nome interno (coordenador),Nom interne (coordinateur),Nome interno (coordinatore),Internal name (coordinator),Interner Name (Koordinator)
teams_link_intro,Aquesta pàgina permet editar els noms interns i oficials i veure els alias de federació sense perdre la vinculació.,Orrialde honek barneko izenak eta ofizialak edita ditzakezu eta federazioen aliasak ikusteko esteka galdu gabe.,Esta páxina permite editar os nomes internos e oficiais e ver os alcumes da federación sen perder a ligazón.,Esta página permite editar los nombres internos y oficiales y ver los alias de federación sin perder la vinculación.,Esta página permite editar os nomes internos e oficiais e ver os aliases da federação sem perder a vinculação.,Cette page permet d'éditer les noms internes et officiels et de voir les alias de fédération sans perdre le lien.,Questa pagina permette di modificare i nomi interni e ufficiali e vedere gli alias di federazione senza perdere il collegamento.,This page lets you edit internal and official names and see federation aliases without losing the link.,Auf dieser Seite kannst du interne und offizielle Namen bearbeiten und Verbands-Aliasse beim Bearbeiten sehen.
teams_link_list,Vinculacions,Estekak,Ligamentos,Vinculaciones,Vinculações,Liens,Collegamenti,Links,Verknüpfungen
teams_link_official,Nom oficial,Izen ofiziala,Nome oficial,Nombre oficial,Nome oficial,Nom officiel,Nome ufficiale,Official name,Offizieller Name
teams_link_save,Desar vinculacions,Gorde loturak,Gardar as ligazóns,Guardar vinculaciones,Guardar vinculações,Enregistrer les liens,Salva collegamenti,Save links,Verknüpfungen speichern
teams_link_source,Font,Iturria,Fonte,Fuente,Fonte,Source,Fonte,Source,Quelle
teams_name_placeholder,Prebenjamí A / Juvenil / Fem 15…,Prebenjamí A / Jubenil / Fem 15...,Prebenxamín A / Xuvenil / Feminino 15...,Prebenjamín A / Juvenil / Fem 15…,Pré-benjamim A / Juvenil / Fem 15…,Prébenjamin A / Junior / Fem 15…,Prebenjamin A / Juniores / Fem 15…,U8 A / Junior / Girls U15…,U8 A / Jugend / Fem 15…
teams_not_before,No abans de (opcional),Aurretik ez (aukerakoa),Non antes (opcional),No antes de (opcional),Não antes de (opcional),Pas avant (optionnel),Non prima di (opzionale),Not before (optional),Nicht vor (optional)
teams_overlap_action,Veure solapaments,Ikusi gainjartzeak,Ver superposicións,Ver solapamientos,Ver sobreposições,Voir les chevauchements,Vedi sovrapposizioni,See overlaps,Überschneidungen anzeigen
teams_overlap_hint,Ctrl+clic (⌘+clic) en dos o més equips per borrarlos o veure solapaments probables.,Ktrl+klik (⌘+klik) bi talde edo gehiagotan ezabatzeko edo gainjartze posibleak ikusteko.,Ctrl+clic (⌘+clic) en dous ou máis equipos para borralos ou ver solapamentos probables.,Ctrl+clic (⌘+clic) en dos o más equipos para borrarlos o ver solapamientos probables.,Ctrl+clic (⌘+clic) em duas ou mais equipas para as apagar ou ver sobreposições prováveis.,Ctrl+clic (⌘+clic) sur deux équipes ou plus pour les supprimer ou voir les chevauchements probables.,Ctrl+clic (⌘+clic) su due o più squadre per eliminarle o vedere le sovrapposizioni probabili.,Ctrl+click (⌘+click) on two or more teams to delete them or see possible overlaps.,"Strg+Klick (⌘+Klick) auf zwei oder mehr Mannschaften, um sie zu löschen oder mögliche Überschneidungen zu sehen."
teams_paste_branch,Secció per als nous equips,Talde berrientzako atala,Secció per als nous equips,Sección para los nuevos equipos,Secció per als nous equips,Secció per als nous equips,Secció per als nous equips,Secció per als nous equips,Secció per als nous equips
teams_paste_create,Crear equips,Taldeak sortu,Crear equips,Crear equipos,Crear equips,Crear equips,Crear equips,Crear equips,Crear equips
teams_paste_created,S'han creat {n} equips.,{n} taldeak sortu dira.,S'han creat {n} equips.,Se han creado {n} equipos.,S'han creat {n} equips.,S'han creat {n} equips.,S'han creat {n} equips.,S'han creat {n} equips.,S'han creat {n} equips.
teams_paste_label,Enganxa els noms dels equips,Itsatsi taldeen izenak,Decepción els noms dels equips,Pega los nombres de los equipos,Enganxa els noms dels equips,Enganxa els noms dels equips,Enganxa els noms dels equips,Enganxa els noms dels equips,Enganxa els noms dels equips
teams_paste_ph,"Un nom per línia, o separats per comes","Lerro bakoitzeko izen bat, edo komaz bereizita","Un nom per linguia, oi separats per vén","Un nombre por línea, o separados por comas","Un nom per línia, o separats per comes","Un nom per línia, o separats per comes","Un nom per línia, o separats per comes","Un nom per línia, o separats per comes","Un nom per línia, o separats per comes"
teams_paste_skipped,S'han omès {n} duplicats.,{n} bikoiztua baztertu da.,S'han omès {n} duplicados.,Se han omitido {n} duplicados.,S'han omès {n} duplicats.,S'han omès {n} duplicats.,S'han omès {n} duplicats.,S'han omès {n} duplicats.,S'han omès {n} duplicats.
teams_paste_title,Afegir per lots (copiar-pegar),Gehitu loteetan (kopiatu-itsatsi),Afghir por lotes (copia-toma),Añadir por lotes (copiar y pegar),Afegir per lots (copiar-pegar),Afegir per lots (copiar-pegar),Afegir per lots (copiar-pegar),Afegir per lots (copiar-pegar),Afegir per lots (copiar-pegar)
teams_people_count,persones,jendea,Persoas,personas,pessoas,personnes,persone,people,Personen
teams_save,Desar equip,Salbatu taldea,Gardar o equipo,Guardar equipo,Guardar equipa,Enregistrer l'équipe,Salva squadra,Save team,Team speichern
teams_unlink,Treure,Atera,Borrar,Quitar,Remover,Retirer,Rimuovi,Remove,Entfernen
tr_add_one,Afegir,Gehitu,Engadir un adestramento,Añadir,Adicionar treino,Ajouter entraînement,Aggiungi allenamento,Add training,Training hinzufügen
tr_back,← Tornar als entrenaments,← Entrenamendura itzuli,← Volver aos adestramentos,← Volver a entrenos,← Voltar aos treinos,← Retour aux entraînements,← Torna agli allenamenti,← Back to trainings,← Zurück zum Training
tr_by_team_add,Afegir entrenament,Gehitu prestakuntza,Afgir entrenamento,Añadir entrenamiento,Afegir entrenament,Afegir entrenament,Afegir entrenament,Afegir entrenament,Afegir entrenament
tr_by_team_added,Entrenament afegit.,Prestakuntza gehitu.,Entrenamento afeito.,Entrenamiento añadido.,Entrenament afegit.,Entrenament afegit.,Entrenament afegit.,Entrenament afegit.,Entrenament afegit.
tr_by_team_day,Dia,Eguna,Dia,Día,Dia,Dia,Dia,Dia,Dia
tr_by_team_delete,Esborrar,Ezabatu,Squeeze,Borrar,Esborrar,Esborrar,Esborrar,Esborrar,Esborrar
tr_by_team_delete_selected,Esborrar seleccionats,Ezabatu hautatutakoa,Squeeze seleccionats,Borrar seleccionados,Esborrar seleccionats,Esborrar seleccionats,Esborrar seleccionats,Esborrar seleccionats,Esborrar seleccionats
tr_by_team_deleted,Entrenament esborrat.,Entrenamendua ezabatu da.,Entrenament esborrat.,Entrenamiento borrado.,Entrenament esborrat.,Entrenament esborrat.,Entrenament esborrat.,Entrenament esborrat.,Entrenament esborrat.
tr_by_team_deleted_n,{n} entrenaments esborrats.,{n} entrenamenduak ezabatu dira.,{n} entrenamentos esborrats.,{n} entrenamientos borrados.,{n} entrenaments esborrats.,{n} entrenaments esborrats.,{n} entrenaments esborrats.,{n} entrenaments esborrats.,{n} entrenaments esborrats.
tr_by_team_end,Fi,Amaiera,Fi,Fin,Fi,Fi,Fi,Fi,Fi
tr_by_team_error,Error: cal un equip i una hora vàlida.,Errorea: baliozko taldea eta denbora behar dira.,Erro: cal un equip i unha hora vàlida.,Error: se necesita un equipo y una hora válida.,Error: cal un equip i una hora vàlida.,Error: cal un equip i una hora vàlida.,Error: cal un equip i una hora vàlida.,Error: cal un equip i una hora vàlida.,Error: cal un equip i una hora vàlida.
tr_by_team_from,Des de,Tik,Dex de,Desde,Des de,Des de,Des de,Des de,Des de
tr_by_team_intro,Assigna entrenaments setmanals a cada equip. Els canvis es desen al borrador.,Esleitu asteroko entrenamendu saioak talde bakoitzari. Aldaketak zirriborroan gordetzen dira.,Assigna entrenaments setmanals a cada equip. Els canvis es desen al borrador.,Asigna entrenamientos semanales a cada equipo. Los cambios se guardan en el borrador.,Assigna entrenaments setmanals a cada equip. Els canvis es desen al borrador.,Assigna entrenaments setmanals a cada equip. Els canvis es desen al borrador.,Assigna entrenaments setmanals a cada equip. Els canvis es desen al borrador.,Assigna entrenaments setmanals a cada equip. Els canvis es desen al borrador.,Assigna entrenaments setmanals a cada equip. Els canvis es desen al borrador.
tr_by_team_start,Inici,Hasiera,Inici,Inicio,Inici,Inici,Inici,Inici,Inici
tr_by_team_team,Equip,Taldea,Equip,Equipo,Equip,Equip,Equip,Equip,Equip
tr_by_team_title,Entrenaments per equip,Taldearen prestakuntza,Entrenaments per equip,Entrenamientos por equipo,Entrenaments per equip,Entrenaments per equip,Entrenaments per equip,Entrenaments per equip,Entrenaments per equip
tr_by_team_to,Fins a,Gora,Fins a,Hasta,Fins a,Fins a,Fins a,Fins a,Fins a
tr_by_team_venue,Pista,Arrastoa,Pista,Pista,Pista,Pista,Pista,Pista,Pista
tr_chart_avail_title,Horari d’hockey disponible,Hockey ordutegia eskuragarri,Tempo disponível para hóquei,Horario de hockey disponible,Tempo disponível para hóquei,Temps disponible pour le hockey,Tempo disponibile per hockey,Hockey time available,Verfügbare Hockey-Zeit
tr_chart_draft,Borrador,Borragoma,Rascunho,Borrador,Rascunho,Brouillon,Bozza,Draft,Entwurf
tr_chart_empty,Planning,Plangintza,Planeamento,Planning,Planeamento,Planning,Planning,Planning,Planung
tr_chart_empty_hint,"Ajusta hores, entrenaments conjunts o relevos, o afegeix una sessió manual.","Egokitu orduak, entrenamendu bateratuak edo erreleboak, edo gehitu eskuzko saio bat.","Ajusta horas, grupos ou solapes, ou adiciona uma sessão manual.","Ajusta horas, entrenamientos conjuntos o relevos, o añade una sesión manual.","Ajusta horas, grupos ou solapes, ou adiciona uma sessão manual.","Ajuste les heures, les groupes ou les relais, ou ajoute une session manuelle.","Regola ore, gruppi o staffette, o aggiungi una sessione manuale.","Adjust hours, groups or relays, or add a manual session.","Passe Stunden, Gruppen oder Staffeln an oder füge eine manuelle Einheit hinzu."
tr_chart_legend,Llegenda,Kondaira,Llegenda,Leyenda,Llegenda,Llegenda,Llegenda,Llegenda,Llegenda
tr_chart_legend_avail,Pista disponible,Pista eskuragarri,Pista disponible,Pista disponible,Pista disponible,Pista disponible,Pista disponible,Pista disponible,Pista disponible
tr_chart_legend_group,Entrenament conjunt,Prestakuntza bateratua,Entrenament conjunt,Entrenamiento conjunto,Entrenament conjunt,Entrenament conjunt,Entrenament conjunt,Entrenament conjunt,Entrenament conjunt
tr_chart_legend_solape,Relevo,Erliebea,Relevo,Relevo,Relevo,Relevo,Relevo,Relevo,Relevo
tr_chart_legend_solo,Entrenament individual,Banakako prestakuntza,Entrenament individual,Entrenamiento individual,Entrenament individual,Entrenament individual,Entrenament individual,Entrenament individual,Entrenament individual
tr_chart_legend_stack,Compartit (A → B),Partekatua (A → B),Compartit (A → B),Compartido (A → B),Compartit (A → B),Compartit (A → B),Compartit (A → B),Compartit (A → B),Compartit (A → B)
tr_chart_live,Calendari,Egutegia,Calendário,Calendario,Calendário,Calendrier,Calendario,Calendar,Kalender
tr_chart_rink_hours_hint,"Cada fila és una pista. El verd clar és l’horari d’hockey disponible aquell dia; el ratllat, fora d’horari. Configura-ho a Club → Pistes.","Errenkada bakoitza pista bat da. Berde argia da egun horretan eskuragarri dagoen hockey ordutegia; scratch, orduetatik kanpo. Konfiguratu Kluba → Pistak atalean.",Cada linha é uma pista. Verde claro é o tempo disponível para hóquei nesse dia; hachuras é fora do horário da pista. Define em Clube → Pistas.,"Cada fila es una pista. El verde claro es el horario de hockey disponible ese día; el rayado, fuera de horario. Configúralo en Club → Pistas.",Cada linha é uma pista. Verde claro é o tempo disponível para hóquei nesse dia; hachuras é fora do horário da pista. Define em Clube → Pistas.,Chaque ligne est une piste. Le vert clair est le temps disponible pour le hockey ce jour-là ; les hachures sont en dehors des horaires de piste. Définis dans Club → Pistes.,Ogni riga è una pista. Il verde chiaro è il tempo disponibile per hockey quel giorno; il tratteggio è fuori dall'orario della pista. Definiscilo in Club → Piste.,Each row is a rink. Light green is available hockey time that day; hatching is outside rink hours. Set it in Club → Rinks.,Jede Zeile ist eine Eisbahn. Hellgrün ist verfügbare Hockey-Zeit an dem Tag; Schraffur ist außerhalb der Eisbahnzeiten. Lege es unter Verein → Eisbahnen fest.
tr_chart_tip_solape,solape,gainjarri,solape,solape,solape,relais,staffetta,relay,Staffel
tr_clear_trainings,Netejar entrenaments del calendari,Garbitu entrenamenduak egutegitik,Netejar entrenaments del calendari,Limpiar entrenamientos del calendario,Netejar entrenaments del calendari,Netejar entrenaments del calendari,Netejar entrenaments del calendari,Netejar entrenaments del calendari,Netejar entrenaments del calendari
tr_clear_trainings_confirm,Confirma: tots els entrenaments confirmats s'esborraran del calendari.,Berretsi: berretsitako entrenamendu guztiak egutegitik ezabatuko dira.,Confirma: tots els entrenaments confirmats s'esborraran del calendari.,Confirma: todos los entrenamientos confirmados se borrarán del calendario.,Confirma: tots els entrenaments confirmats s'esborraran del calendari.,Confirma: tots els entrenaments confirmats s'esborraran del calendari.,Confirma: tots els entrenaments confirmats s'esborraran del calendari.,Confirma: tots els entrenaments confirmats s'esborraran del calendari.,Confirma: tots els entrenaments confirmats s'esborraran del calendari.
tr_col_category,Categoria,Kategoria,Categoria,Categoría,Categoria,Catégorie,Categoria,Category,Kategorie
tr_col_hours,Hores/setm.,Ordu/aste,H/semana,Horas/sem.,H/semana,H/semaine,H/sett,Hours/wk,Std./Wo.
tr_col_series,Sèrie,Seriea,Série,Serie,Série,Série,Serie,Series,Serie
tr_col_sessions,Sessions,Saioak,Sessões,Sesiones,Sessões,Sessions,Sessioni,Sessions,Einheiten
tr_col_use_default,Per defecte,Berez,Padrão,Por defecto,Padrão,Défaut,Predefinito,Default,Standard
tr_delete,Esborrar,Ezabatu,Apagar,Borrar,Apagar,Supprimer,Elimina,Delete,Löschen
tr_delete_series,Esborrar sèrie,Ezabatu seriea,Apagar série,Borrar serie,Apagar série,Supprimer la série,Elimina serie,Delete series,Serie löschen
tr_delete_series_confirm,Esborrar {n} sessions?,{n} saioak ezabatu nahi dituzu?,Apagar as {n} sessões desta série?,¿Borrar las {n} sesiones de esta serie?,Apagar as {n} sessões desta série?,Supprimer les {n} sessions de cette série ?,Eliminare le {n} sessioni di questa serie?,Delete the {n} sessions in this series?,Die {n} Einheiten dieser Serie löschen?
tr_draft_explain_ask_solapes,releus,erreleboak,solapes,relevos,solapes,relais,staffette,relays,Staffeln
tr_draft_explain_ask_solapes_end,?,?,?,?,?, ?,?, as well?, ausprobieren?
tr_draft_explain_ask_solapes_pre, Vols provar també amb ,Baita ere probatu nahi, Queres experimentar também , ¿Quieres probar también con , Queres experimentar também , Tu veux aussi essayer les , Vuoi provare anche le , Want to try , Willst du auch 
tr_draft_explain_empty,Borrador buit: no hi ha solució automàtica. Ajusta condicions o fes-ho a mà.,Zirriborro hutsa: ez dago konponketa automatikorik. Egokitu baldintzak edo egin eskuz.,Rascunho vazio: sem solução automática. Ajusta condições ou faz à mão.,Borrador vacío: no hay solución automática. Ajusta condiciones o hazlo a mano.,Rascunho vazio: sem solução automática. Ajusta condições ou faz à mão.,Brouillon vide : pas de solution automatique. Ajuste les conditions ou fais-le à la main.,Bozza vuota: nessuna soluzione automatica. Regola le condizioni o fallo a mano.,Empty draft: no automatic solution. Adjust conditions or do it by hand.,Leerer Entwurf: keine automatische Lösung. Passe Bedingungen an oder mache es von Hand.
tr_draft_explain_existing,Borrador dens amb els {groups} entrenaments conjunts ({teams} equips).,Zirriborro trinkoa {groups} entrenamendu bateratuekin ({teams} taldeak).,Rascunho regenerado com os {groups} grupos existentes ({teams} equipas).,Borrador denso con los {groups} entrenamientos conjuntos ({teams} equipos).,Rascunho regenerado com os {groups} grupos existentes ({teams} equipas).,Brouillon régénéré avec les {groups} groupes existants ({teams} équipes).,Bozza rigenerata con i {groups} gruppi esistenti ({teams} squadre).,Draft regenerated with the {groups} existing groups ({teams} teams).,Entwurf mit den {groups} bestehenden Gruppen neu generiert ({teams} Mannschaften).
tr_draft_explain_proposed,Proposta amb el mínim d’entrenaments conjunts i plantilla dl–dv plena (sense relevos). Mira la gràfica.,Gutxieneko entrenamendu saio bateratuekin eta astelehenetik ostiralera zerrenda osoarekin (erreleborik gabe) proposamena. Begiratu grafikoari.,Esta é a proposta de grupos (sem solapes). Vê o gráfico.,Propuesta con el mínimo de entrenamientos conjuntos y plantilla lun–vie llena (sin relevos). Mira la gráfica.,Esta é a proposta de grupos (sem solapes). Vê o gráfico.,Voici la proposition de groupes (sans relais). Voir le graphique.,Questa è la proposta di gruppi (senza staffette). Vedi il grafico.,This is the groups proposal (no relays). Check the chart.,Das ist der Gruppenvorschlag (keine Staffeln). Prüfe die Grafik.
